timestamp,event,instId,side,price,sz,dip_pct,tp,sl,pnl,pnl_pct,reason
2026-07-16 22:42:09,OPEN,SPX-USDT-SWAP,LONG,0.3516,28,-7.9581,0.3551,0.3481,0,0,
2026-07-16 22:42:23,CLOSE,WOO-USDT-SWAP,LONG,0.01181,83,0,0,0,-0.0083,-0.84,SL
2026-07-16 22:43:21,CLOSE,JTO-USDT-SWAP,LONG,0.5611,17,0,0,0,-0.0833,-0.87,SL
2026-07-16 22:43:22,OPEN,JTO-USDT-SWAP,LONG,0.5611,17,-9.0894,0.5667,0.5555,0,0,
2026-07-16 22:50:11,CLOSE,GPS-USDT-SWAP,LONG,0.008654,114,0,0,0,-0.0096,-0.96,SL
2026-07-16 22:50:12,OPEN,GPS-USDT-SWAP,LONG,0.008654,115,-8.8765,0.008741,0.008567,0,0,
2026-07-16 22:52:29,CLOSE,PEOPLE-USDT-SWAP,LONG,0.005415,18,0,0,0,-0.0010,-1.04,SL
2026-07-16 22:55:59,OPEN,PEOPLE-USDT-SWAP,LONG,0.005419,18,-6.0017,0.005473,0.005365,0,0,
2026-07-16 23:01:57,OPEN,AERO-USDT-SWAP,LONG,0.4767,2,-6.1060,0.4815,0.4719,0,0,
2026-07-16 23:11:58,CLOSE,HYPE-USDT-SWAP,LONG,61.191,1,0,0,0,-0.558,-0.90,SL
2026-07-16 23:11:59,OPEN,HYPE-USDT-SWAP,LONG,61.189,1,-9.0248,61.801,60.577,0,0,
2026-07-16 23:19:33,CLOSE,FARTCOIN-USDT-SWAP,LONG,0.1373,72,0,0,0,-0.1152,-1.15,SL
2026-07-16 23:19:34,OPEN,FARTCOIN-USDT-SWAP,LONG,0.1373,72,-8.8918,0.1387,0.1359,0,0,
2026-07-16 23:20:32,CLOSE,USELESS-USDT-SWAP,LONG,0.0658,15,0,0,0,-0.0094,-0.95,SL
2026-07-16 23:20:34,OPEN,USELESS-USDT-SWAP,LONG,0.0658,15,-19.5107,0.06646,0.06514,0,0,
2026-07-16 23:20:51,CLOSE,AAVE-USDT-SWAP,LONG,91.1,1,0,0,0,-0.71,-0.77,SL
2026-07-16 23:21:10,OPEN,BONK-USDT-SWAP,LONG,0.000003477,28,-6.4065,0.00000351,0.00000344,0,0,
