🔄 Новый цикл бота. Баланс: 1000$ | PnL: 0 💵 | Сделок: 0 | WinRate: 0%
🔄 Новый цикл бота. Баланс: 6.1780389462831$ | PnL: -21.45191489 💵 | Сделок: 161 | WinRate: 22.98%
🔄 Новый цикл бота. Баланс: 6.1780389462831$ | PnL: -21.45191489 💵 | Сделок: 161 | WinRate: 22.98%
🔄 Новый цикл бота. Баланс: 6.1780389462831$ | PnL: -21.45191489 💵 | Сделок: 161 | WinRate: 22.98%
🔄 Новый цикл бота. Баланс: 6.4201372533391$ | PnL: -21.20082283 💵 | Сделок: 162 | WinRate: 23.46%
🔄 Новый цикл бота. Баланс: 8.5936226687019$ | PnL: -18.96496319 💵 | Сделок: 169 | WinRate: 26.63%
🔄 Новый цикл бота. Баланс: 18.9840982627019$ | PnL: -18.57448734 💵 | Сделок: 170 | WinRate: 27.06%
🔄 Новый цикл бота. Баланс: 8.9750181907019$ | PnL: -18.57448734 💵 | Сделок: 170 | WinRate: 27.06%
🔄 Новый цикл бота. Баланс: 8.9750181907019$ | PnL: -18.57448734 💵 | Сделок: 170 | WinRate: 27.06%
🔄 Новый цикл бота. Баланс: 8.9750181907019$ | PnL: -18.57448734 💵 | Сделок: 170 | WinRate: 27.06%
🔄 Новый цикл бота. Баланс: 8.9750181907019$ | PnL: -18.57448734 💵 | Сделок: 170 | WinRate: 27.06%
🔄 Новый цикл бота. Баланс: 8.9750181907019$ | PnL: -18.57448734 💵 | Сделок: 170 | WinRate: 27.06%
🔄 Новый цикл бота. Баланс: 8.9750181907019$ | PnL: -18.57448734 💵 | Сделок: 170 | WinRate: 27.06%
🔄 Новый цикл бота. Баланс: 8.9750181907019$ | PnL: -18.57448734 💵 | Сделок: 170 | WinRate: 27.06%
🔄 Новый цикл бота. Баланс: 8.9750181907019$ | PnL: -18.57448734 💵 | Сделок: 170 | WinRate: 27.06%
🔄 Новый цикл бота. Баланс: 9.76414281373432$ | PnL: -17.76736094 💵 | Сделок: 172 | WinRate: 27.91%
🔄 Новый цикл бота. Баланс: 9.76414281373432$ | PnL: -17.76736094 💵 | Сделок: 172 | WinRate: 27.91%
🔄 Новый цикл бота. Баланс: 9.76414281373432$ | PnL: -17.76736094 💵 | Сделок: 172 | WinRate: 27.91%
🔄 Новый цикл бота. Баланс: 9.76414281373432$ | PnL: -17.76736094 💵 | Сделок: 172 | WinRate: 27.91%
🔄 Новый цикл бота. Баланс: 0.500757652921015$ | PnL: -17.01274902 💵 | Сделок: 173 | WinRate: 28.32%
🔄 Новый цикл бота. Баланс: 0.500757652921015$ | PnL: -17.01274902 💵 | Сделок: 173 | WinRate: 28.32%
🔄 Новый цикл бота. Баланс: 0.500757652921015$ | PnL: -17.01274902 💵 | Сделок: 173 | WinRate: 28.32%
🔄 Новый цикл бота. Баланс: 0.500757652921015$ | PnL: -17.01274902 💵 | Сделок: 173 | WinRate: 28.32%
🔄 Новый цикл бота. Баланс: 0.500757652921015$ | PnL: -17.01274902 💵 | Сделок: 173 | WinRate: 28.32%
🔄 Новый цикл бота. Баланс: 0.500757652921015$ | PnL: -17.01274902 💵 | Сделок: 173 | WinRate: 28.32%
🔄 Новый цикл бота. Баланс: 0.734468433155014$ | PnL: -16.77004767 💵 | Сделок: 174 | WinRate: 28.74%
🔄 Новый цикл бота. Баланс: 0.734468433155014$ | PnL: -16.77004767 💵 | Сделок: 174 | WinRate: 28.74%
🔄 Новый цикл бота. Баланс: 0.734468433155014$ | PnL: -16.77004767 💵 | Сделок: 174 | WinRate: 28.74%
🔄 Новый цикл бота. Баланс: 0.734468433155014$ | PnL: -16.77004767 💵 | Сделок: 174 | WinRate: 28.74%
🔄 Новый цикл бота. Баланс: 0.734468433155014$ | PnL: -16.77004767 💵 | Сделок: 174 | WinRate: 28.74%
🔄 Новый цикл бота. Баланс: 0.734468433155014$ | PnL: -16.77004767 💵 | Сделок: 174 | WinRate: 28.74%
🔄 Новый цикл бота. Баланс: 0.734468433155014$ | PnL: -16.77004767 💵 | Сделок: 174 | WinRate: 28.74%
🔄 Новый цикл бота. Баланс: 2.07710067109591$ | PnL: -15.38249105 💵 | Сделок: 179 | WinRate: 30.73%
🔄 Новый цикл бота. Баланс: 2.14527521179591$ | PnL: -15.30536057 💵 | Сделок: 180 | WinRate: 31.11%
🔄 Новый цикл бота. Баланс: 2.14527521179591$ | PnL: -15.30536057 💵 | Сделок: 180 | WinRate: 31.11%
🔄 Новый цикл бота. Баланс: 2.14527521179591$ | PnL: -15.30536057 💵 | Сделок: 180 | WinRate: 31.11%
🔄 Новый цикл бота. Баланс: 2.14527521179591$ | PnL: -15.30536057 💵 | Сделок: 180 | WinRate: 31.11%
🔄 Новый цикл бота. Баланс: 2.46264376089401$ | PnL: -14.97906967 💵 | Сделок: 181 | WinRate: 31.49%
🔄 Новый цикл бота. Баланс: 2.46264376089401$ | PnL: -14.97906967 💵 | Сделок: 181 | WinRate: 31.49%
🔄 Новый цикл бота. Баланс: 3.13345849320326$ | PnL: -14.28127564 💵 | Сделок: 184 | WinRate: 32.61%
🔄 Новый цикл бота. Баланс: 3.13345849320326$ | PnL: -14.28127564 💵 | Сделок: 184 | WinRate: 32.61%
🔄 Новый цикл бота. Баланс: 3.10102757448326$ | PnL: -14.29572039 💵 | Сделок: 186 | WinRate: 32.8%
🔄 Новый цикл бота. Баланс: 3.66209562390387$ | PnL: -13.7164763 💵 | Сделок: 188 | WinRate: 33.51%
🔄 Новый цикл бота. Баланс: 3.66209562390387$ | PnL: -13.7164763 💵 | Сделок: 188 | WinRate: 33.51%
🔄 Новый цикл бота. Баланс: 3.24615762890387$ | PnL: -14.11666793 💵 | Сделок: 189 | WinRate: 33.33%
🔄 Новый цикл бота. Баланс: 3.24615762890387$ | PnL: -14.11666793 💵 | Сделок: 189 | WinRate: 33.33%
🔄 Новый цикл бота. Баланс: 3.24615762890387$ | PnL: -14.11666793 💵 | Сделок: 189 | WinRate: 33.33%
🔄 Новый цикл бота. Баланс: 3.24615762890387$ | PnL: -14.11666793 💵 | Сделок: 189 | WinRate: 33.33%
🔄 Новый цикл бота. Баланс: 3.24615762890387$ | PnL: -14.11666793 💵 | Сделок: 189 | WinRate: 33.33%
🔄 Новый цикл бота. Баланс: 3.24615762890387$ | PnL: -14.11666793 💵 | Сделок: 189 | WinRate: 33.33%
🔄 Новый цикл бота. Баланс: 3.24615762890387$ | PnL: -14.11666793 💵 | Сделок: 189 | WinRate: 33.33%
🔄 Новый цикл бота. Баланс: 3.24615762890387$ | PnL: -14.11666793 💵 | Сделок: 189 | WinRate: 33.33%
🔄 Новый цикл бота. Баланс: 3.24615762890387$ | PnL: -14.11666793 💵 | Сделок: 189 | WinRate: 33.33%
🔄 Новый цикл бота. Баланс: 3.24615762890387$ | PnL: -14.11666793 💵 | Сделок: 189 | WinRate: 33.33%
🔄 Новый цикл бота. Баланс: 3.24615762890387$ | PnL: -14.11666793 💵 | Сделок: 189 | WinRate: 33.33%
🔄 Новый цикл бота. Баланс: 3.24615762890387$ | PnL: -14.11666793 💵 | Сделок: 189 | WinRate: 33.33%
🔄 Новый цикл бота. Баланс: 3.24615762890387$ | PnL: -14.11666793 💵 | Сделок: 189 | WinRate: 33.33%
🔄 Новый цикл бота. Баланс: 3.24615762890387$ | PnL: -14.11666793 💵 | Сделок: 189 | WinRate: 33.33%
🔄 Новый цикл бота. Баланс: 3.24615762890387$ | PnL: -14.11666793 💵 | Сделок: 189 | WinRate: 33.33%
🔄 Новый цикл бота. Баланс: 3.24615762890387$ | PnL: -14.11666793 💵 | Сделок: 189 | WinRate: 33.33%
🔄 Новый цикл бота. Баланс: 3.24615762890387$ | PnL: -14.11666793 💵 | Сделок: 189 | WinRate: 33.33%
🔄 Новый цикл бота. Баланс: 3.24615762890387$ | PnL: -14.11666793 💵 | Сделок: 189 | WinRate: 33.33%
🔄 Новый цикл бота. Баланс: 3.24615762890387$ | PnL: -14.11666793 💵 | Сделок: 189 | WinRate: 33.33%
🔄 Новый цикл бота. Баланс: 3.24615762890387$ | PnL: -14.11666793 💵 | Сделок: 189 | WinRate: 33.33%
🔄 Новый цикл бота. Баланс: 3.24615762890387$ | PnL: -14.11666793 💵 | Сделок: 189 | WinRate: 33.33%
🔄 Новый цикл бота. Баланс: 3.24615762890387$ | PnL: -14.11666793 💵 | Сделок: 189 | WinRate: 33.33%
🔄 Новый цикл бота. Баланс: 3.24615762890387$ | PnL: -14.11666793 💵 | Сделок: 189 | WinRate: 33.33%
🔄 Новый цикл бота. Баланс: 3.24615762890387$ | PnL: -14.11666793 💵 | Сделок: 189 | WinRate: 33.33%
🔄 Новый цикл бота. Баланс: 3.24615762890387$ | PnL: -14.11666793 💵 | Сделок: 189 | WinRate: 33.33%
🔄 Новый цикл бота. Баланс: 3.24615762890387$ | PnL: -14.11666793 💵 | Сделок: 189 | WinRate: 33.33%
🔄 Новый цикл бота. Баланс: 3.24615762890387$ | PnL: -14.11666793 💵 | Сделок: 189 | WinRate: 33.33%
🔄 Новый цикл бота. Баланс: 3.24615762890387$ | PnL: -14.11666793 💵 | Сделок: 189 | WinRate: 33.33%
🔄 Новый цикл бота. Баланс: 3.24615762890387$ | PnL: -14.11666793 💵 | Сделок: 189 | WinRate: 33.33%
🔄 Новый цикл бота. Баланс: 3.24615762890387$ | PnL: -14.11666793 💵 | Сделок: 189 | WinRate: 33.33%
🔄 Новый цикл бота. Баланс: 3.24615762890387$ | PnL: -14.11666793 💵 | Сделок: 189 | WinRate: 33.33%
🔄 Новый цикл бота. Баланс: 3.24615762890387$ | PnL: -14.11666793 💵 | Сделок: 189 | WinRate: 33.33%
🔄 Новый цикл бота. Баланс: 3.24615762890387$ | PnL: -14.11666793 💵 | Сделок: 189 | WinRate: 33.33%
🔄 Новый цикл бота. Баланс: 3.24615762890387$ | PnL: -14.11666793 💵 | Сделок: 189 | WinRate: 33.33%
🔄 Новый цикл бота. Баланс: 3.24615762890387$ | PnL: -14.11666793 💵 | Сделок: 189 | WinRate: 33.33%
🔄 Новый цикл бота. Баланс: 3.24615762890387$ | PnL: -14.11666793 💵 | Сделок: 189 | WinRate: 33.33%
🔄 Новый цикл бота. Баланс: 3.24615762890387$ | PnL: -14.11666793 💵 | Сделок: 189 | WinRate: 33.33%
🔄 Новый цикл бота. Баланс: 3.24615762890387$ | PnL: -14.11666793 💵 | Сделок: 189 | WinRate: 33.33%
🔄 Новый цикл бота. Баланс: 3.24615762890387$ | PnL: -14.11666793 💵 | Сделок: 189 | WinRate: 33.33%
🔄 Новый цикл бота. Баланс: 3.24615762890387$ | PnL: -14.11666793 💵 | Сделок: 189 | WinRate: 33.33%
🔄 Новый цикл бота. Баланс: 3.24615762890387$ | PnL: -14.11666793 💵 | Сделок: 189 | WinRate: 33.33%
🔄 Новый цикл бота. Баланс: 3.24615762890387$ | PnL: -14.11666793 💵 | Сделок: 189 | WinRate: 33.33%
🔄 Новый цикл бота. Баланс: 3.24615762890387$ | PnL: -14.11666793 💵 | Сделок: 189 | WinRate: 33.33%
🔄 Новый цикл бота. Баланс: 3.24615762890387$ | PnL: -14.11666793 💵 | Сделок: 189 | WinRate: 33.33%
