timestamp,event,instId,side,price,sz,dip_pct,pnl,pnl_pct,detail
2026-08-12 11:21:02,TRAIL_TP_PLACED,SHIB-USDT-SWAP,SELL,0.00000449,8.4,0,0,0,gap=0.5% | activate>=0.00000492 (zhdjom rosta)
2026-08-12 11:21:11,TRAIL_TP_PLACED,SHIB-USDT-SWAP,SELL,0.00000449,8.4,0,0,0,gap=0.5% | activate>=0.00000492 (zhdjom rosta)
2026-08-12 11:21:17,TRAIL_TP_PLACED,SHIB-USDT-SWAP,SELL,0.00000449,8.4,0,0,0,gap=0.5% | activate>=0.00000492 (zhdjom rosta)
2026-08-12 11:21:23,TRAIL_TP_PLACED,SHIB-USDT-SWAP,SELL,0.00000449,8.4,0,0,0,gap=0.5% | activate>=0.00000492 (zhdjom rosta)
2026-08-12 11:21:30,TRAIL_TP_PLACED,SHIB-USDT-SWAP,SELL,0.00000449,8.4,0,0,0,gap=0.5% | activate>=0.00000492 (zhdjom rosta)
2026-08-12 11:21:47,TRAIL_TP_PLACED,SHIB-USDT-SWAP,SELL,0.000004491,8.4,0,0,0,gap=0.5% | activate>=0.00000492 (zhdjom rosta)
2026-08-12 11:21:53,TRAIL_TP_PLACED,SHIB-USDT-SWAP,SELL,0.000004492,8.4,0,0,0,gap=0.5% | activate>=0.00000492 (zhdjom rosta)
2026-08-12 11:22:02,TRAIL_TP_PLACED,SHIB-USDT-SWAP,SELL,0.000004492,8.4,0,0,0,gap=0.5% | activate>=0.00000492 (zhdjom rosta)
2026-08-12 11:22:11,TRAIL_TP_PLACED,SHIB-USDT-SWAP,SELL,0.000004492,8.4,0,0,0,gap=0.5% | activate>=0.00000492 (zhdjom rosta)
2026-08-12 11:22:18,TRAIL_TP_PLACED,SHIB-USDT-SWAP,SELL,0.000004491,8.4,0,0,0,gap=0.5% | activate>=0.00000492 (zhdjom rosta)
